Date,Véhicule,Immatriculation,Type,Modèle,Conducteur,Départ,Arrivée,Zone Départ,Zone Arrivée,Distance (km),Durée Trajet,Durée Arrêts,Nombre Arrêts,Vitesse Moy (km/h),Vitesse Max (km/h),Carburant (L),Conso Moy (L/100km),Temps Ralenti (min),Excès Vitesse (nb),Freinages Brusques,Accélérations Brusques,Score Conduite
2025-12-09,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Mamadou Diop,06:52,09:11,Plateau (Dakar),Yeumbeul,38.61,2:19:00,1:04:00,4,16.67,22.5,10.16,26.31116302724226,10,0,7,1,76
2025-12-09,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,11:14,13:52,Yeumbeul,Guédiawaye,112.92,2:38:00,0:16:00,1,42.88,52.93,17.11,15.151676164157369,16,0,1,3,69
2025-12-09,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,18:25,19:47,Diamniadio,Parcelles Assainies,107.24,1:22:00,0:48:00,2,78.47,104.23,20.34,18.96696749535333,17,0,2,0,68
2025-12-09,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Abdou Gueye,13:30,16:11,Parcelles Assainies,Thiaroye,118.07,2:41:00,1:18:00,3,44.0,59.55,19.19,16.253146912811086,20,0,0,0,90
2025-12-09,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Alioune Seck,13:06,15:16,Plateau (Dakar),Yeumbeul,87.28,2:10:00,0:26:00,2,40.28,55.21,13.52,15.4904989954962,24,5,0,0,67
2025-12-09,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Ousmane Fall,14:54,16:48,SOCOCIM Rufisque,Thiaroye,14.26,1:54:00,1:00:00,2,7.51,9.28,2.3,16.09545370874228,6,0,0,4,86
2025-12-09,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Fatou Sall,11:46,14:44,Pikine,Bargny,124.51,2:58:00,0:13:00,1,41.97,58.72,14.25,11.447526398751101,18,2,6,0,71
2025-12-09,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Babacar Sow,17:07,18:27,Guédiawaye,Parcelles Assainies,80.54,1:20:00,1:36:00,4,60.41,80.77,9.54,11.851021318455597,12,0,0,0,90
2025-12-09,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Cheikh Ndiaye,12:58,15:08,Grand Yoff,Sébikotane,90.28,2:10:00,1:36:00,4,41.67,53.38,8.74,9.677460341580625,10,0,0,0,85
2025-12-09,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Astou Diallo,06:03,07:06,Thiaroye,SOCOCIM Rufisque,88.9,1:03:00,0:21:00,3,84.67,110.25,8.18,9.197114092942762,13,3,0,0,78
2025-12-09,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Aminata Sy,13:10,15:41,Grand Yoff,Keur Massar,121.31,2:31:00,1:10:00,5,48.2,64.62,9.9,8.164387322843254,29,0,0,3,86
2025-12-09,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mamadou Diop,11:59,14:01,Guédiawaye,Mbao,65.32,2:02:00,0:33:00,3,32.12,43.41,16.76,25.657257726872665,9,2,0,0,91
2025-12-09,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Fatou Sall,08:46,11:17,Thiaroye,Pikine,133.61,2:31:00,0:30:00,3,53.09,62.31,40.81,30.546368344454642,14,0,6,3,85
2025-12-09,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ibrahima Sarr,12:33,14:50,Bargny,Sébikotane,117.76,2:17:00,0:54:00,3,51.57,70.97,31.05,26.365831093178322,23,0,0,5,86
2025-12-09,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Ndèye Mbaye,13:46,15:01,Plateau (Dakar),Grand Yoff,125.15,1:15:00,0:00:00,0,100.12,130.57,35.14,28.07441054204408,15,0,7,6,63
2025-12-09,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Babacar Sow,14:34,16:26,Grand Yoff,Keur Massar,92.51,1:52:00,0:09:00,1,49.56,60.85,29.52,31.905699665587136,11,0,4,0,76
2025-12-09,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Moussa Diouf,17:00,18:24,Port de Dakar,Mbao,108.51,1:24:00,0:35:00,5,77.51,90.42,33.13,30.53426488593947,21,0,0,4,91
2025-12-10,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Moussa Diouf,08:13,10:06,Sébikotane,Diamniadio,78.4,1:53:00,1:20:00,5,41.63,49.05,14.0,17.856968232009883,7,0,2,0,78
2025-12-10,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ousmane Fall,10:55,13:44,Bargny,Almadies,104.27,2:49:00,0:30:00,1,37.02,46.99,12.0,11.50383551088843,13,0,0,0,82
2025-12-10,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mariama Wade,07:12,10:06,SOCOCIM Rufisque,Pikine,46.27,2:54:00,0:00:00,0,15.96,20.69,4.68,10.110735270047886,10,5,0,2,69
2025-12-10,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Aminata Sy,12:25,15:04,Mbao,Almadies,138.37,2:39:00,1:52:00,4,52.22,60.56,39.52,28.564495322735826,11,0,0,0,61
2025-12-10,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aminata Sy,17:13,18:28,Bargny,Pikine,145.12,1:15:00,0:48:00,2,116.1,152.38,39.43,27.173981813174162,7,0,7,3,86
2025-12-10,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Moussa Diouf,11:14,12:08,Pikine,Grand Yoff,62.57,0:54:00,0:00:00,0,69.52,85.49,17.77,28.406888124673358,23,0,8,0,74
2025-12-10,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Abdou Gueye,08:18,09:19,Grand Yoff,Diamniadio,38.26,1:01:00,1:06:00,3,37.63,46.43,12.91,33.748993458634935,10,1,1,5,76
2025-12-10,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,16:41,18:17,Pikine,Parcelles Assainies,115.55,1:36:00,1:24:00,4,72.22,84.71,35.73,30.925511108905916,22,0,0,0,96
2025-12-10,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Khadija Kane,14:37,16:18,Sébikotane,Port de Dakar,121.06,1:41:00,1:03:00,3,71.92,93.63,37.66,31.10484334811792,11,0,0,0,89
2025-12-10,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Mariama Wade,18:59,19:38,Sébikotane,Keur Massar,57.96,0:39:00,1:32:00,4,89.17,112.52,5.44,9.389735759364434,6,0,2,0,85
2025-12-10,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Mariama Wade,10:14,10:40,Bargny,Plateau (Dakar),25.72,0:26:00,0:57:00,3,59.35,67.51,7.21,28.049232366262626,25,0,0,0,88
2025-12-10,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ousmane Fall,18:49,21:17,Plateau (Dakar),Pikine,40.33,2:28:00,0:44:00,4,16.35,21.05,14.0,34.724203580730034,22,0,0,0,83
2025-12-10,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Fatou Sall,13:10,14:24,Port de Dakar,Diamniadio,136.32,1:14:00,1:00:00,5,110.53,122.56,36.66,26.89225258958193,26,0,0,2,83
2025-12-10,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Aminata Sy,11:03,13:52,Port de Dakar,Parcelles Assainies,115.6,2:49:00,1:36:00,4,41.04,53.11,35.13,30.390494303055466,20,0,2,6,72
2025-12-10,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,14:33,16:51,Diamniadio,Pikine,149.82,2:18:00,0:00:00,0,65.14,75.77,43.29,28.895036810935462,14,0,0,0,83
2025-12-10,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Ndèye Mbaye,16:14,17:31,Port de Dakar,Bargny,43.88,1:17:00,0:00:00,0,34.19,45.24,11.55,26.32904627209266,22,0,0,0,96
2025-12-10,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Fatou Sall,11:31,13:03,Thiaroye,Mbao,148.74,1:32:00,0:06:00,1,97.0,119.88,48.96,32.91851342208254,18,0,0,5,82
2025-12-10,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Cheikh Ndiaye,15:08,15:54,Keur Massar,SOCOCIM Rufisque,42.89,0:46:00,0:40:00,2,55.94,62.8,11.26,26.264407615552972,10,5,0,0,73
2025-12-10,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Cheikh Ndiaye,18:00,20:08,Thiaroye,Plateau (Dakar),83.65,2:08:00,0:00:00,0,39.21,50.43,21.61,25.835370000599468,6,4,0,0,95
2025-12-10,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mamadou Diop,09:27,12:06,Port de Dakar,Almadies,45.49,2:39:00,0:26:00,1,17.17,23.2,14.87,32.68792688189727,21,0,0,0,97
2025-12-10,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Cheikh Ndiaye,17:54,18:56,Keur Massar,Diamniadio,137.15,1:02:00,0:51:00,3,132.73,174.53,21.35,15.567235675960267,24,5,0,0,82
2025-12-10,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Mariama Wade,17:10,19:49,Diamniadio,Bargny,77.04,2:39:00,0:34:00,2,29.07,36.23,13.81,17.92581096794958,23,0,6,0,70
2025-12-10,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Ndèye Mbaye,18:01,19:31,Bargny,Yeumbeul,140.71,1:30:00,0:55:00,5,93.81,129.19,23.01,16.352094316283143,20,2,0,2,61
2025-12-10,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Cheikh Ndiaye,13:33,16:01,Parcelles Assainies,Mbao,147.26,2:28:00,0:29:00,1,59.7,82.3,51.13,34.71990415499296,22,0,0,0,95
2025-12-10,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mamadou Diop,10:59,12:48,Plateau (Dakar),SOCOCIM Rufisque,129.32,1:49:00,0:27:00,1,71.19,79.42,35.05,27.099675486433185,12,0,0,6,96
2025-12-10,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Ibrahima Sarr,10:25,13:11,Almadies,Plateau (Dakar),89.18,2:46:00,0:48:00,2,32.23,36.63,22.44,25.160913383178364,8,0,5,0,85
2025-12-10,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Cheikh Ndiaye,10:28,12:28,Keur Massar,Bargny,112.15,2:00:00,0:00:00,0,56.08,71.44,34.28,30.563803434601752,21,0,7,0,94
2025-12-11,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Ousmane Fall,07:49,08:53,Guédiawaye,Almadies,110.87,1:04:00,0:24:00,3,103.94,138.47,19.63,17.709688585263713,28,0,0,3,71
2025-12-11,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Moussa Diouf,17:24,19:29,Pikine,SOCOCIM Rufisque,126.8,2:05:00,0:26:00,2,60.86,72.41,39.06,30.80416632296419,29,0,8,0,85
2025-12-11,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mamadou Diop,12:03,13:54,Parcelles Assainies,Pikine,59.25,1:51:00,0:17:00,1,32.03,41.21,18.07,30.493563438003125,30,4,0,0,66
2025-12-11,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Babacar Sow,18:48,20:47,Bargny,Grand Yoff,53.41,1:59:00,0:32:00,2,26.93,35.75,17.01,31.84138717312139,12,0,4,6,80
2025-12-11,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Khadija Kane,18:35,19:22,Port de Dakar,Almadies,62.21,0:47:00,0:00:00,0,79.42,110.9,15.65,25.16458594997571,19,0,0,0,98
2025-12-11,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Moussa Diouf,15:47,18:33,Grand Yoff,Plateau (Dakar),50.79,2:46:00,1:50:00,5,18.36,25.22,17.5,34.45245411788517,15,0,2,0,85
2025-12-11,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Fatou Sall,09:22,10:25,Yeumbeul,SOCOCIM Rufisque,30.26,1:03:00,2:00:00,4,28.82,35.65,8.71,28.7970547910719,17,0,0,0,88
2025-12-11,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Astou Diallo,15:33,16:35,Grand Yoff,Port de Dakar,57.47,1:02:00,0:00:00,0,55.62,65.89,5.09,8.86204533678967,16,0,3,2,99
2025-12-11,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Khadija Kane,18:26,19:48,Pikine,Mbao,137.91,1:22:00,2:10:00,5,100.91,136.75,15.09,10.940791179065604,6,4,2,0,63
2025-12-11,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,08:19,10:21,Mbao,Thiaroye,126.42,2:02:00,1:55:00,5,62.17,79.38,40.34,31.907759782199477,16,0,0,0,91
2025-12-11,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Khadija Kane,09:25,12:21,Keur Massar,Parcelles Assainies,56.16,2:56:00,0:06:00,1,19.15,24.83,8.62,15.351141477803857,7,0,0,0,99
2025-12-11,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Fatou Sall,09:26,11:35,Mbao,Thiaroye,141.28,2:09:00,0:28:00,4,65.71,88.89,21.5,15.219586053656853,8,0,0,0,77
2025-12-11,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Khadija Kane,13:17,14:40,Bargny,Pikine,140.41,1:23:00,0:17:00,1,101.5,128.66,26.35,18.767988808186878,17,3,0,6,75
2025-12-11,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Mamadou Diop,11:08,13:29,Keur Massar,Diamniadio,51.31,2:21:00,0:57:00,3,21.83,25.03,9.75,19.007690619613896,6,0,0,3,74
2025-12-11,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Babacar Sow,11:49,14:11,Mbao,SOCOCIM Rufisque,139.71,2:22:00,0:00:00,0,59.03,66.8,13.88,9.93844042393587,5,4,0,0,83
2025-12-11,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ousmane Fall,11:03,12:00,SOCOCIM Rufisque,Diamniadio,102.48,0:57:00,2:20:00,5,107.87,131.39,9.28,9.055317473015986,12,0,0,0,73
2025-12-11,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ousmane Fall,17:15,19:48,Mbao,Parcelles Assainies,56.52,2:33:00,0:46:00,2,22.16,25.05,5.14,9.09036890200807,5,0,0,0,66
2025-12-11,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Fatou Sall,16:22,16:48,Keur Massar,Grand Yoff,34.67,0:26:00,2:00:00,4,80.01,110.56,9.0,25.96756590964801,29,0,0,0,85
2025-12-11,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Babacar Sow,14:49,16:48,Sébikotane,Mbao,8.44,1:59:00,0:48:00,4,4.26,5.63,1.49,17.675949953062457,28,0,0,1,72
2025-12-11,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,18:52,20:29,Thiaroye,Almadies,63.7,1:37:00,0:28:00,1,39.4,44.28,12.73,19.989934962405886,7,4,0,5,78
2025-12-11,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,10:22,12:52,Keur Massar,Grand Yoff,83.1,2:30:00,0:56:00,2,33.24,41.28,14.64,17.62018484208315,12,2,5,0,72
2025-12-11,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Fatou Sall,08:13,08:42,Port de Dakar,Plateau (Dakar),137.11,0:29:00,0:55:00,5,283.68,379.38,36.4,26.550483189061303,20,0,5,1,89
2025-12-11,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,12:50,13:57,SOCOCIM Rufisque,Guédiawaye,11.18,1:07:00,1:12:00,3,10.01,11.09,3.9,34.89428170823416,16,0,0,0,85
2025-12-11,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,09:02,10:07,Guédiawaye,Port de Dakar,109.71,1:05:00,0:28:00,1,101.27,116.95,30.8,28.070489909374075,22,0,0,0,83
2025-12-12,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,07:02,08:29,Almadies,Diamniadio,82.15,1:27:00,0:21:00,1,56.66,70.49,8.47,10.307103892203532,12,5,6,0,89
2025-12-12,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,18:10,18:41,SOCOCIM Rufisque,Keur Massar,135.36,0:31:00,0:00:00,0,261.99,300.58,13.46,9.945493146418798,10,0,4,0,93
2025-12-12,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mamadou Diop,09:24,10:45,Bargny,Yeumbeul,52.03,1:21:00,1:30:00,5,38.54,49.83,14.32,27.52354754838282,26,1,0,0,95
2025-12-12,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,12:29,15:09,Mbao,Keur Massar,122.36,2:40:00,0:39:00,3,45.89,53.31,42.7,34.89411445622749,17,3,0,3,99
2025-12-12,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,12:51,14:42,Parcelles Assainies,Guédiawaye,86.58,1:51:00,0:28:00,2,46.8,57.03,28.28,32.66231452091639,9,0,0,0,73
2025-12-12,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Khadija Kane,18:37,21:27,Bargny,Port de Dakar,97.49,2:50:00,0:26:00,1,34.41,40.02,24.67,25.300153378682356,24,0,0,0,78
2025-12-12,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aminata Sy,10:31,12:47,Thiaroye,Parcelles Assainies,58.02,2:16:00,1:00:00,3,25.6,33.11,16.84,29.02446459696696,30,0,0,0,69
2025-12-12,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Khadija Kane,10:50,11:36,Almadies,SOCOCIM Rufisque,9.37,0:46:00,1:21:00,3,12.22,14.81,2.64,28.15919338245775,20,1,0,3,70
2025-12-12,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aïssatou Ba,11:01,12:44,Yeumbeul,Thiaroye,97.52,1:43:00,0:08:00,1,56.81,63.49,29.92,30.68113837518438,29,0,0,2,89
2025-12-12,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Babacar Sow,08:15,09:03,Sébikotane,Thiaroye,68.38,0:48:00,1:25:00,5,85.47,102.88,18.89,27.62153449533712,7,0,1,0,88
2025-12-12,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Mamadou Diop,17:04,18:31,Parcelles Assainies,Yeumbeul,66.28,1:27:00,0:00:00,0,45.71,52.96,23.11,34.862228717284296,14,0,4,0,93
2025-12-12,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Khadija Kane,09:09,12:07,Bargny,SOCOCIM Rufisque,38.37,2:58:00,0:00:00,0,12.93,17.67,10.25,26.71832997376722,18,0,0,0,66
2025-12-12,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,17:43,19:07,Pikine,Grand Yoff,5.57,1:24:00,1:30:00,5,3.98,4.68,1.66,29.83446320258688,9,0,2,0,97
2025-12-12,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Khadija Kane,09:53,11:22,Parcelles Assainies,Bargny,146.38,1:29:00,0:06:00,1,98.68,127.85,41.64,28.44337622867236,25,0,7,0,66
2025-12-12,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Khadija Kane,12:00,12:21,Mbao,Almadies,123.42,0:21:00,1:32:00,4,352.63,445.98,34.27,27.76745858280123,18,0,8,0,78
2025-12-12,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,15:41,15:57,Parcelles Assainies,Diamniadio,13.75,0:16:00,0:00:00,0,51.56,65.37,2.6,18.924112173649053,23,0,4,0,91
2025-12-12,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Cheikh Ndiaye,06:01,08:15,Plateau (Dakar),Thiaroye,142.38,2:14:00,1:52:00,4,63.75,87.54,48.67,34.183986832344885,28,0,0,2,99
2025-12-12,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Moussa Diouf,12:08,14:15,Mbao,Guédiawaye,52.47,2:07:00,1:45:00,5,24.79,33.63,13.32,25.38609100266858,27,0,0,4,83
2025-12-12,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Aïssatou Ba,08:23,09:53,SOCOCIM Rufisque,Plateau (Dakar),6.95,1:30:00,0:00:00,0,4.63,5.27,1.86,26.806523290884204,8,0,0,0,78
2025-12-12,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,10:05,12:00,Guédiawaye,Mbao,143.96,1:55:00,1:24:00,4,75.11,98.42,45.68,31.728567401368295,15,0,0,0,76
2025-12-13,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Fatou Sall,11:59,13:08,Thiaroye,Grand Yoff,19.68,1:09:00,0:00:00,0,17.11,19.35,3.03,15.384026939877481,21,0,0,0,60
2025-12-13,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Moussa Diouf,06:17,06:35,Guédiawaye,Pikine,21.05,0:18:00,1:52:00,4,70.17,78.43,4.01,19.030436010211428,30,2,0,0,94
2025-12-13,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Fatou Sall,13:18,14:59,SOCOCIM Rufisque,Parcelles Assainies,128.94,1:41:00,0:27:00,1,76.6,102.46,25.46,19.741820821989933,9,0,5,4,99
2025-12-13,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,10:07,12:30,Diamniadio,Parcelles Assainies,134.01,2:23:00,0:38:00,2,56.23,72.32,13.35,9.960893396045186,16,1,3,0,94
2025-12-13,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Cheikh Ndiaye,16:05,19:00,Grand Yoff,Guédiawaye,67.2,2:55:00,1:32:00,4,23.04,26.96,6.1,9.07642329424769,9,0,0,0,75
2025-12-13,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Alioune Seck,06:13,08:20,Guédiawaye,Sébikotane,13.75,2:07:00,0:25:00,1,6.5,7.7,1.37,9.971140871734995,16,0,0,0,84
2025-12-13,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mariama Wade,08:01,10:45,Parcelles Assainies,Sébikotane,84.07,2:44:00,0:19:00,1,30.76,41.2,9.53,11.341325760191202,10,0,2,0,82
2025-12-13,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ousmane Fall,11:36,13:48,Guédiawaye,Mbao,146.43,2:12:00,0:24:00,1,66.56,78.84,49.6,33.87435584963056,24,0,0,0,63
2025-12-13,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Moussa Diouf,09:42,12:34,Keur Massar,Plateau (Dakar),53.32,2:52:00,0:36:00,2,18.6,22.13,16.23,30.444871609336843,23,0,8,0,67
2025-12-13,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,15:03,15:56,Pikine,Almadies,147.19,0:53:00,0:24:00,4,166.63,228.27,48.63,33.03944453730768,19,3,0,0,65
2025-12-13,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aïssatou Ba,08:03,08:58,Keur Massar,Guédiawaye,57.09,0:55:00,2:00:00,5,62.28,80.32,18.0,31.527513609532626,8,0,0,0,95
2025-12-13,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Abdou Gueye,13:17,13:48,Mbao,Sébikotane,86.36,0:31:00,0:48:00,2,167.15,233.96,27.55,31.905163027978016,27,5,0,3,100
2025-12-13,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Babacar Sow,13:31,13:46,Yeumbeul,Grand Yoff,145.86,0:15:00,0:20:00,1,583.44,779.42,38.5,26.394989447861878,10,0,0,0,67
2025-12-13,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Abdou Gueye,08:19,09:46,Almadies,Parcelles Assainies,120.91,1:27:00,0:21:00,3,83.39,110.83,33.49,27.69647091302107,28,0,6,0,88
2025-12-13,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Aïssatou Ba,18:52,21:35,Bargny,SOCOCIM Rufisque,45.5,2:43:00,0:46:00,2,16.75,20.47,4.89,10.753402468887279,20,0,1,0,85
2025-12-13,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Fatou Sall,15:13,15:31,Grand Yoff,Thiaroye,24.26,0:18:00,0:36:00,3,80.87,104.12,3.79,15.602006985219068,18,1,0,0,62
2025-12-13,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Khadija Kane,12:23,13:48,Guédiawaye,Grand Yoff,76.54,1:25:00,0:00:00,0,54.03,67.9,14.24,18.602899938439894,26,0,6,0,89
2025-12-13,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Ibrahima Sarr,13:03,15:48,Pikine,Grand Yoff,117.22,2:45:00,0:00:00,0,42.63,56.93,21.47,18.316628181992904,27,0,0,6,66
2025-12-13,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Aminata Sy,17:50,19:01,Yeumbeul,Thiaroye,88.11,1:11:00,1:56:00,4,74.46,88.67,16.45,18.667338279940846,9,2,0,0,81
2025-12-13,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Babacar Sow,13:15,15:39,Bargny,Parcelles Assainies,13.31,2:24:00,0:32:00,4,5.55,7.03,2.48,18.62907474336242,22,5,4,6,85
2025-12-13,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,13:35,15:20,Parcelles Assainies,Plateau (Dakar),101.66,1:45:00,0:15:00,3,58.09,76.27,29.84,29.354726531969177,10,0,8,5,74
2025-12-13,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Babacar Sow,15:35,18:12,Pikine,Diamniadio,22.9,2:37:00,0:24:00,2,8.75,9.89,5.8,25.334784612012207,30,4,0,0,79
2025-12-13,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Abdou Gueye,11:17,13:44,SOCOCIM Rufisque,Plateau (Dakar),58.25,2:27:00,1:24:00,3,23.78,31.5,17.28,29.65966468158677,26,0,0,0,78
2025-12-13,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Mariama Wade,16:30,18:07,Guédiawaye,Parcelles Assainies,67.92,1:37:00,0:32:00,4,42.01,54.45,20.29,29.875427252107883,7,0,0,0,83
2025-12-13,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Mariama Wade,12:32,13:06,Thiaroye,Grand Yoff,124.84,0:34:00,0:40:00,2,220.31,297.58,12.1,9.6914439512319,26,0,8,4,81
2025-12-13,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Abdou Gueye,08:28,09:25,Port de Dakar,Parcelles Assainies,119.12,0:57:00,2:25:00,5,125.39,161.98,11.88,9.972946083175628,12,0,0,6,89
2025-12-13,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,09:51,10:08,Almadies,Grand Yoff,84.2,0:17:00,2:20:00,5,297.18,337.57,28.72,34.1133400637124,21,3,0,0,100
2025-12-13,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Ousmane Fall,18:54,20:43,Diamniadio,Guédiawaye,27.83,1:49:00,0:00:00,0,15.32,21.44,8.53,30.654040083356474,10,0,0,4,65
